bs,memory,latency
1,1.9931612014770508,3.542261874
2,0.030449867248535156,6.292634477
32,6.228425025939941,98.76913871299999
16,4.0424909591674805,48.369219096
4,2.403021812438965,12.961832235
8,2.949504852294922,24.10232671
